"data_point_ID","EXCLUSION","Citation","Title","Lit_Source","experimental_mechanism","experimental_comparison","Latitude","Longitude","Site","Herbivores_Manipulated","Herbivore_nativeness","Fig_Num","Response_Sphere","Response","Species_Class","Species_Level","Species","time_series_clean","nutrient_measured","Nutrient_Grouping_Alt","experiment_id","Mean_Type","Error_bar","Raw_Mean_High_Megafauna","Error_Megafauna","N_Megafauna","Raw_Mean_Low_Megafauna","Error_Low_Megafauna","N_Low_Megafauna","Min_Megafauna","First_Qtr_Megafauna","Median_Megafauna","Third_Qtr_Megafauna","Maximum_Megafauna","Min_Low_Megafauna","First_Qtr_Low_Megafauna","Median_Low_Megafauna","Third_Qtr_Low_Megafauna","Maximum_Low_Megafauna","species_response_tag","SD_High_Megafauna","SD_Low_Megafauna","yi_smd","vi_smd","yi_rom","vi_rom","analysis_group_category","analysis_group","Invasive","Africa_Comparison","site_id"
"Chips et al. 2015 Northeastern Naturalist_57","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Muscidae",240,"","","experiment_2246","Mean","SE","0.04","0.04",20,"0.04","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Muscidae",0.178885438199983,0.0447213595499958,0,0.1,0,1.0625,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_59","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Mycetophilidae",180,"","","experiment_2247","Mean","SE","0.01","0.01",20,"0.04","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Mycetophilidae",0.0447213595499958,0.0894427190999916,-0.415825626994961,0.102161386900822,-1.38629436111989,1.25,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_59","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Mycetophilidae",180,"","","experiment_2247","Mean","SE","0.01","0.01",20,"0.04","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Mycetophilidae",0.0447213595499958,0.0894427190999916,-0.415825626994961,0.102161386900822,-1.38629436111989,1.25,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_60","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Mycetophilidae",240,"","","experiment_2247","Mean","SE","0.04","0.04",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Mycetophilidae",0.178885438199983,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_60","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Mycetophilidae",240,"","","experiment_2247","Mean","SE","0.04","0.04",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Mycetophilidae",0.178885438199983,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_61","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Phoridae",150,"","","experiment_2248","Mean","SE","0.06","0.06",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Phoridae",0.268328157299975,0.178885438199983,-0.0429806843997594,0.100023091740393,-0.154150679827259,1.3265306122449,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_64","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Rhagionidae",150,"","","experiment_2249","Mean","SE","0.06","0.06",20,"0.02","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Rhagionidae",0.268328157299975,0.0894427190999916,0.19602208042619,0.100480308200183,1.09861228866811,2,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_67","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Simuliidae",150,"","","experiment_2250","Mean","SE","0.11","0.08",20,"0.05","0.03",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Simuliidae",0.357770876399966,0.134164078649987,0.217653080795238,0.100592160794746,0.78845736036427,0.888925619834711,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_7","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Coleoptera","","Chrysomelidae",150,"","","experiment_2230","Mean","SE","0.11","0.08",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera Chrysomelidae",0.357770876399966,0.178885438199983,0.138608542331654,0.100240154100091,0.451985123743057,0.855456232079609,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_7","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Coleoptera","","Chrysomelidae",150,"","","experiment_2230","Mean","SE","0.11","0.08",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera Chrysomelidae",0.357770876399966,0.178885438199983,0.138608542331654,0.100240154100091,0.451985123743057,0.855456232079609,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_71","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Stratiomyidae",180,"","","experiment_2251","Mean","SE","0.01","0.01",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Stratiomyidae",0.0447213595499958,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_71","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Stratiomyidae",180,"","","experiment_2251","Mean","SE","0.01","0.01",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Stratiomyidae",0.0447213595499958,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_74","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Syrphidae",180,"","","experiment_2252","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Syrphidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_75","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Syrphidae",240,"","","experiment_2252","Mean","SE","0","0",20,"0.02","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Syrphidae",0,0.0894427190999916,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_76","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tachinidae",150,"","","experiment_2253","Mean","SE","0","0",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tachinidae",0,0.178885438199983,-0.542391715102537,0.103677359657648,NA,NA,"Invertebrates","Invert_Predator_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_76","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tachinidae",150,"","","experiment_2253","Mean","SE","0","0",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tachinidae",0,0.178885438199983,-0.542391715102537,0.103677359657648,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_78","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tachinidae",240,"","","experiment_2253","Mean","SE","0.04","0.04",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tachinidae",0.178885438199983,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Predator_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_78","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tachinidae",240,"","","experiment_2253","Mean","SE","0.04","0.04",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tachinidae",0.178885438199983,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_79","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tipulidae",150,"","","experiment_2254","Mean","SE","0","0",20,"0.05","0.03",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tipulidae",0,0.134164078649987,-0.516563538192892,0.103335473612379,NA,NA,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_79","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tipulidae",150,"","","experiment_2254","Mean","SE","0","0",20,"0.05","0.03",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tipulidae",0,0.134164078649987,-0.516563538192892,0.103335473612379,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_8","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Coleoptera","","Chrysomelidae",180,"","","experiment_2230","Mean","SE","0.01","0.01",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera Chrysomelidae",0.0447213595499958,0.0447213595499958,0,0.1,0,2,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_8","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Coleoptera","","Chrysomelidae",180,"","","experiment_2230","Mean","SE","0.01","0.01",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera Chrysomelidae",0.0447213595499958,0.0447213595499958,0,0.1,0,2,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_80","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tipulidae",180,"","","experiment_2254","Mean","SE","0.05","0.03",20,"0.12","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tipulidae",0.134164078649987,0.178885438199983,-0.433913372082029,0.102353510180895,-0.8754687373539,0.471111111111111,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_80","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tipulidae",180,"","","experiment_2254","Mean","SE","0.05","0.03",20,"0.12","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tipulidae",0.134164078649987,0.178885438199983,-0.433913372082029,0.102353510180895,-0.8754687373539,0.471111111111111,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_81","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tipulidae",240,"","","experiment_2254","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tipulidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_81","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Diptera","","Tipulidae",240,"","","experiment_2254","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diptera Tipulidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_82","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Aphididae",150,"","","experiment_2255","Mean","SE","0","0",20,"0.02","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Aphididae",0,0.0894427190999916,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_82","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Aphididae",150,"","","experiment_2255","Mean","SE","0","0",20,"0.02","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Aphididae",0,0.0894427190999916,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_83","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Aphididae",180,"","","experiment_2255","Mean","SE","0.01","0.01",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Aphididae",0.0447213595499958,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_83","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Aphididae",180,"","","experiment_2255","Mean","SE","0.01","0.01",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Aphididae",0.0447213595499958,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_87","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Berytidae",240,"","","experiment_2256","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Berytidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_89","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cercopidae",180,"","","experiment_2257","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cercopidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_89","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cercopidae",180,"","","experiment_2257","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cercopidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_9","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Coleoptera","","Chrysomelidae",240,"","","experiment_2230","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera Chrysomelidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_9","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Coleoptera","","Chrysomelidae",240,"","","experiment_2230","Mean","SE","0","0",20,"0.01","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera Chrysomelidae",0,0.0447213595499958,-0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_91","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cicadellidae",150,"","","experiment_2258","Mean","SE","0.11","0.08",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cicadellidae",0.357770876399966,0.178885438199983,0.138608542331654,0.100240154100091,0.451985123743057,0.855456232079609,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_91","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cicadellidae",150,"","","experiment_2258","Mean","SE","0.11","0.08",20,"0.07","0.04",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cicadellidae",0.357770876399966,0.178885438199983,0.138608542331654,0.100240154100091,0.451985123743057,0.855456232079609,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_92","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cicadellidae",180,"","","experiment_2258","Mean","SE","0.01","0.01",20,"0.03","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cicadellidae",0.0447213595499958,0.0894427190999916,-0.277217084663308,0.100960616400365,-1.09861228866811,1.44444444444444,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
